ID,O3_index,O2_index,sigma_star,sigma_o3,u_g,g_r,r_i,i_z,class
1309,-0.204672065,0.2970558,2.306895676,2.269674957,1.417692,0.753636,0.43373,0.292132,2
1310,0.362687331,0.318307577,2.06229074,2.22694661,1.780167919,1.000425095,0.312990986,0.401122035,3
1311,-0.232364277,0.287046427,1.824835166,1.903682395,2.014114,0.007336,-0.072981,0.521149,1
1312,0.091019861,0.481658536,2.735958561,1.939716238,1.107359575,-0.070756664,0.335293089,-0.65850088,1
1313,-0.653127991,-0.043394706,1.766121013,1.879936919,0.395222,0.462292,-0.245619,0.13633,1
1314,-0.017411621,0.384892768,2.174721915,2.146099309,1.656449,1.133575,0.713459,0.240189,2
1315,0.043546823,0.902056066,2.434663672,2.425845158,2.252633,1.457166,0.609621,0.397356,2
1316,-0.273180201,-0.243779269,2.14614305,1.900259935,4.77598,1.064643,0.718353,-0.481463,1
1317,-0.211024423,0.439325433,2.425270368,2.334283378,2.839294,1.567634,0.588164,0.340631,2
1318,-0.076538885,0.411775494,2.128586389,2.286631163,5.533878864,1.144189275,-2.761705139,3.69030319,2
1319,-0.628590451,0.145625011,1.798164253,1.851211773,0.434166,-0.052829,-0.230163,-1.229829,1
1320,0.579807249,0.275236677,2.710117365,1.870563722,0.511584839,0.258624222,0.008434939,0.164119858,1
1321,0.03139972,0.369824468,1.813119698,1.883909451,1.198093,-0.211903,1.10018,0.415699,1
1322,0.155849405,0.785358212,2.405372625,1.866347782,0.946547,-0.003296,-0.013901,-1.254515,1
1323,0.484831804,0.45184606,2.929418926,1.928308472,0.930139752,0.435061085,0.031771163,0.141573649,1
1324,-0.431910795,0.198925712,2.036533604,1.910702187,0.214439,-0.183754,0.82758,0.165647,1
1325,-0.179580031,0.196690073,1.94081822,2.07014057,1.029372503,0.917811401,-0.117560903,0.805441731,1
1326,0.357231853,0.653408254,1.802526586,1.935154598,1.261680351,0.649067144,0.311151505,0.003591456,1
1327,-0.000621052,0.313792299,2.19288957,2.324592011,2.063473842,0.795184158,0.446098,0.425736296,4
1328,0.573725406,0.314078638,2.763470859,1.883956508,0.8384,0.170493,0.16603,0.212343155,1
1329,-0.129965217,0.292190476,2.042619648,2.165162209,2.15454487,1.165381574,0.413432556,0.437828941,1
1330,0.424227597,0.476660454,1.361138155,1.893363143,0.532018,0.092007,0.068005,0.25066,1
1331,0.843199525,0.014214959,2.828438853,1.930093959,0.944992106,-0.375451277,0.503252171,-0.787598805,1
1332,-0.442816175,0.441171981,1.739515194,1.876633802,-0.163818,-2.138508,0.440228,1.534891,1
1333,0.188254172,0.60187239,2.234316287,2.213357796,2.113465876,1.039396957,0.653279168,0.179248916,2
1334,-0.004679602,0.383827961,2.053914481,2.218014565,1.940288685,0.890616182,0.294669132,0.373538688,2
1335,0.700217351,0.237189753,2.443578288,1.897033847,0.652394562,0.470888908,0.13696253,-0.181574877,1
1336,-0.727712007,0.108319946,1.807064734,1.892024497,1.223414,0.621797,0.286037,0.252443,1
1337,0.708147247,0.5511211,2.278575046,2.199821331,0.934594284,1.038382496,0.485852219,0.257297147,3
1338,0.593243434,0.176513201,1.199830035,2.014282746,1.635384,1.17339,0.445887,-0.13344,2
1339,-0.214252755,0.244187072,2.140036096,1.903383124,1.52439,0.767484,0.810265,0.501075,1
1340,-0.155752489,0.556709134,2.357171514,2.260740616,3.574901,1.661698,0.684417,0.411167,1
1341,0.057870899,0.319805482,2.929418926,1.865550186,1.255854496,0.84497458,0.116011923,0.559490078,1
1342,0.405917525,0.600176709,2.929418926,1.889282369,0,0,0,0,1
1343,0.299079572,0.559485666,2.893454841,1.988221557,1.381647,0.248562,-0.077681,0.002011,1
1344,-0.241811249,0.223816086,2.325373612,2.324165036,1.742271577,1.295313922,0.547549501,0.326347413,2
1345,0.527014346,0.456940077,2.929418926,1.930302556,0.931008693,0.399680443,-0.538239136,0.570438143,1
1346,-0.232960565,0.242315527,1.959798028,1.989724413,0.418871121,0.713630059,0.470757819,0.246413069,1
1347,-0.069175899,0.341982042,1.780720277,1.963886193,-0.635114,0.714153,0.330089,-0.559717,1
1348,-0.220620706,0.277837739,2.208334651,2.171857629,1.851363,0.879727,0.5287,0.359389,2
1349,-0.81858969,-0.008910648,1.858948319,1.904144801,1.17462,0.482356,0.265162,0.141274,1
1350,-0.101616485,0.353088127,1.890587215,1.964501325,2.650438,0.714869,0.46014,0.225787873,1
1351,0.197984994,0.646843412,2.180476411,2.331235922,2.172235,1.076189,0.493477,0.293135,4
1352,-0.100674905,0.273494538,2.431630371,2.116246944,2.208762,1.054983,0.72965,0.407953,2
1353,0.173041381,0.515168652,2.193506109,2.209439221,1.642105,0.916037,0.463567,0.356628,3
1354,0.052669613,0.514319239,1.906266929,1.96694488,1.247204,0.595714,0.270609,0.40329,1
1355,0.116740655,0.365286853,1.916792829,1.949365119,0.098913,-0.307974,0.5308,-0.598013,1
1356,-0.177514389,0.331127435,2.151093739,2.124762377,1.450885,0.768191,0.457021,0.343564,2
1357,0.179955318,0.636151809,2.246677186,2.209776076,2.068106,1.25905,0.650931,0.500087,4
1358,0.67289919,0.308187533,1.184740364,1.872169704,0.593912,0.073452,0.349825,-0.204467,1
1359,0.002101348,0.434687977,2.379349652,2.315716114,1.524039463,1.36888832,0.499000217,0.397297294,1
1360,-0.014832677,0.478341922,1.8548085,2.004039464,1.422024868,0.666769262,0.26230487,0.263609501,2
1361,-0.134297818,0.273559457,2.394437443,2.327982399,1.317216,1.488142,0.582926,0.439358,2
1362,-0.024655684,0.39050545,1.883522552,1.964293533,1.577337,0.868546,0.512481,0.385154,2
1363,-0.09025242,0.361604979,2.929418926,1.936805587,2.59276999,0.85714927,0.16561374,0.446621969,1
1364,0.384923704,0.553016528,1.262304639,1.869130823,1.148653,0.143625,0.090248,-0.365514,1
1365,-0.131494134,0.449541415,2.618841409,1.905246974,2.049807394,0.112893129,0.415367476,0.66373504,1
1366,0.368204666,0.574806732,1.772883798,1.868684575,0.798871,0.002331,0.006294,0.084656,1
1367,0.313899718,0.764952703,2.110735057,2.165520281,1.753132321,0.755527094,0.251985585,0.343027734,4
1368,0.049918316,0.455313392,2.158812508,2.13685597,1.588989,0.922069,0.418871,0.339932,2
1369,-0.060825789,0.298326622,2.077556519,1.881139591,0.275793389,0.270707263,-0.486512651,-0.001762726,1
1370,-0.022995418,0.673096647,2.090938927,1.943032598,0,0,0,0,1
1371,0.321710973,0.444544001,2.141836484,1.918359657,3.029404425,0.32234826,-0.516286685,0.674046825,1
1372,-0.163338496,0.161391313,2.226241135,2.349975704,1.655804,1.418062,0.58935,0.457943,2
1373,-0.080860068,0.219191178,2.754618134,1.976992095,2.472925,0.76093262,0.16761038,0.366947514,1
1374,-0.389815902,0.217912311,1.982826368,2.006301749,0.970691,1.032528,0.710575,0.380349,1
1375,0.108805607,0.437064878,1.940486452,1.986482138,0.167657713,0.608119421,1.961329866,-1.54362591,1
1376,0.007411863,0.365638532,2.913890038,1.887764665,0.707394,0.324068,0.336502,0.23595423,1
1377,-0.180196501,0.313281877,1.913021867,2.034014918,4.32006734,0.747415771,0.073519889,0.525750092,1
1378,-0.160830457,0.392572725,2.040489322,2.061383371,1.194153076,0.640253442,0.321595482,0.258499977,1
1379,0.044249814,0.452235645,1.884753659,1.925211191,0.911915,-0.132192,0.014173,-0.313511,1
1380,0.087428231,0.388840764,1.727275313,1.863300937,0.694844,-0.091496,-0.085787,-2.491451,1
1381,0.767860887,0.059505504,2.842122445,1.926183519,0.70241109,0.783222657,-0.938895748,0.896269311,1
1382,-0.106685612,0.128503046,1.636060212,2.053482879,1.222705738,1.153281795,0.599081467,0.291696873,2
1383,0.006924724,0.557692573,2.014147322,1.917365378,2.27952,0.419228,0.405275,0.108305,1
1384,0.560473617,0.234098981,2.810301623,1.974134941,0.322613769,0.397096231,-0.059529,0.382187259,1
1385,-0.119519534,0.206372267,1.936200857,2.005342742,0.985618,0.65646,0.424069,0.146791,1
1386,0.089314516,0.709378588,2.363385712,2.294980726,3.054197833,1.294842286,0.261705881,0.570770085,2
1387,0.673070599,0.684470381,2.614697236,1.90901989,0.560892,0.548802,0.157789,0.184259,3
1388,0.237442259,0.325424616,2.929418926,2.100971303,0.856123,0.6353,0.299742,0.322685,2
1389,0.940681847,0.359803922,2.25462229,2.351027439,1.431841,1.624947,0.56395,0.411344,3
1390,0.066860785,0.618774995,1.965055908,2.057802037,2.028451,0.740305,0.467297,0.321632,2
1391,0.477435962,0.370721846,2.327928743,2.357715092,2.191023056,1.129182148,0.484390796,0.476664124,3
1392,-0.100899427,0.41679938,1.63366236,1.909591349,2.659954,-0.158949,1.167711,-2.816353,1
1393,-0.235059305,0.329425858,2.324755599,2.262479947,1.792134678,0.937178945,0.425872377,0.295198056,2
1394,-0.435661428,-0.018924982,1.717781392,1.93277627,0.880687,0.726841,0.471525,0.06807,1
1395,-0.002672352,0.213765535,1.62340905,2.019189719,1.471185,0.637099,0.573684,0.217982,2
1396,0.285103574,0.469436607,2.263488123,2.344103362,1.925497,0.900319,0.439744,0.334373,4
1397,-0.183212764,0.468215943,2.324109876,2.371856047,4.077745,1.67281,0.602299,0.332883,2
1398,0.360695257,0.275669442,2.200296337,2.07230009,2.418971759,1.37334637,0.413603872,0.632157206,3
1399,0.90886807,0.658482064,2.169673229,2.236902303,1.85225113,0.91089851,0.31620936,0.353522216,3
1400,0.118367304,0.47381056,2.139324661,2.180697482,1.764671473,1.078508259,0.709713268,0.146407756,2
1401,0.38265993,0.416442691,2.487910591,1.911267154,1.091637,0.62981,0.760131,0.474719,1
1402,0.438587663,0.599871934,2.742856028,1.902509632,0.74724,0.046484,0.314172,0.329178,1
1403,0.174359676,0.390795359,2.592278,2.041245395,3.892396983,0.82445507,0.226701947,0.39509718,1
1404,0.270251322,0.537017975,1.740708882,1.987402793,0.974816,0.637483,0.214507,-0.242066,1
1405,0.038103584,0.684612788,2.099805181,2.050803194,2.13386,0.982592,0.595371,0.378844,2
1406,-0.214899838,0.281780911,2.235614161,2.23259785,1.546079165,0.855660519,0.415875316,0.234712581,2
1407,-0.503400961,0.121195069,1.982116036,2.009110764,1.317865,0.559158,0.33317,0.217543,1
1408,0.013307194,0.389017954,2.406368472,2.396553615,3.013549514,1.523186733,0.183369753,0.780976078,2
1409,-0.113907688,0.551757466,2.248451463,2.245613482,1.547474,0.858243,0.465431,0.315665,2
1410,0.326073891,0.759477905,2.160013048,2.297387317,1.788807786,0.916936767,0.343413447,0.407233505,4
1411,-0.124582105,0.379983311,1.786339982,1.921567457,0.958173,0.445787,0.23692,0.238223,1
1412,-0.56318194,-0.132091803,1.882530742,1.973758278,1.241800965,0.858551006,0.671747028,-0.0240873,1
1413,0.119591597,0.570047175,2.340553428,2.278140127,1.570957,1.495689,0.584732,0.450322,4
1414,0.538744981,0.211651847,2.193974121,2.19067138,1.890033839,0.970985873,0.412200288,0.342283443,3
1415,-0.628525686,0.023586976,2.23193282,2.216618231,1.689234869,0.878036018,0.215149112,0.519748514,1
1416,0.282799785,0.129655859,2.119467903,2.247980946,1.3826265,0.6260825,0.430391,0.288669,2
1417,-0.16513401,0.496100512,2.631985558,1.913365583,1.043086,0.034899,0.060213,0.029276,1
1418,0.18770272,0.283163191,2.747994956,1.997294513,1.125214531,0.790422795,-1.595504327,1.976956541,1
1419,-0.357469837,0.227597782,1.81904052,1.890480206,1.199353,-0.171084,-0.132526,-1.987463,1
1420,-0.14219639,0.354325917,2.134143817,2.103524999,1.764760817,0.933642637,0.356359546,0.441712283,1
1421,0.414540652,0.750180503,2.31323539,2.424291542,1.560108132,1.528460097,0.54261677,0.377549369,4
1422,-0.400608406,0.173399528,1.801631295,1.880728611,0.521303,0.202951,-0.00549,-0.299434,1
1423,0.724435002,0.972032856,2.071311861,2.111351985,-0.554212569,2.945980917,0.793115652,-1.730493204,3
1424,-0.246139901,-0.144196784,2.164757959,2.225719238,1.989491251,1.088713391,0.444951358,0.387291685,2
1425,-0.781278459,-0.199499304,2.108353101,2.100173965,1.267243098,0.77938695,0.643317952,0.256911096,1
1426,0.555381034,0.827886717,2.207472251,1.95955904,4.150457,0.312931,0.70063,-0.469988,1
1427,0.64552843,0.192330606,2.027301282,2.114510538,1.100554279,0.694111834,0.557827887,-0.026334985,3
1428,-0.170294645,0.404257601,2.041204895,2.064827918,2.129000257,0.876738926,0.355874817,0.369579894,2
1429,-0.799168469,-0.131103124,2.042302605,1.896113442,-2.239556,1.972623,-0.596765,0.398318,1
1430,0.247866954,0.866100347,2.425247449,2.313983431,2.366762256,1.288565514,0.271131231,0.597602669,4
1431,0.340116116,0.454082611,1.405542508,1.8892159,1.084608,0.312828,0.243018,0.003111,1
1432,0.264755873,0.281054254,2.929418926,1.848427267,0,0,0,0,1
1433,-0.070462782,0.300580528,2.367255686,2.37030483,1.662887,1.043576,0.483715,0.383261,2
1434,-0.477371833,0.010849578,1.949037841,1.936959871,1.840894121,0.972526619,0.338848261,0.4507926,1
1435,0.128798488,0.348278405,1.605781474,1.887997086,1.382525816,0.308916169,-0.844879985,0.841975453,1
1436,0.10879341,0.253562895,1.525726568,1.940534115,1.159972,0.321607,0.696581,-1.171181,1
1437,-0.698582979,-0.163477457,1.964550948,1.951729227,1.478213,0.85555,0.458562,0.303188,1
1438,-0.430218863,0.521541688,1.5884264,1.933384169,1.529216,0.572266,0.328022,0.1905785,1
1439,0.448083279,0.387370252,1.837588438,1.934558895,1.216594,0.56868,0.2696845,0.2160135,3
1440,0.433774915,0.692514895,2.291808473,1.895874287,2.298586,0.036928,0.349152,0.320866,1
1441,0.76804952,-0.006305414,1.793358109,1.826196291,1.357676928,-0.111139975,-0.142320953,-0.172293448,1
1442,0.870427516,0.024936719,1.648146149,1.850945483,5.313975075,0.08758167,-3.379302745,3.45370763,1
1443,0.484957453,0.599744041,2.120911102,1.923746121,2.047449331,0.014427174,-2.043661505,2.088893797,1
1444,0.566420691,0.611692049,2.244302559,2.16011606,0.883768,0.632417,0.17774,0.240639,3
1445,-0.500066411,0.287236512,2.058261538,1.869152835,0.685392,-0.077587,0.259691,-1.515218,1
1446,0.236502804,0.595895959,2.929418926,1.786300473,3.096167,0.781452,0.027039,-0.053248,1
1447,-0.254065751,0.373243349,1.927985076,1.978154166,1.465277,0.801176,0.826086,-0.150419,1
1448,0.350124805,0.855728928,2.410980082,2.409964841,2.013101486,1.477012952,0.386527562,0.477158811,4
1449,0.063882034,0.425677662,2.235103919,2.299873211,2.262146,1.229252,0.506692,0.374022,4
1450,0.279522932,0.554294269,1.772686258,1.89542669,0.852547,0.262364,0.281906,0.226916,1
1451,-0.700850138,-0.020767877,1.170388875,1.894297117,0.496584,0.14045,0.002161,-0.104468,1
1452,0.20293406,0.552491464,1.842811888,1.935709554,1.805060975,0.649947285,-0.49987626,0.974542437,1
1453,-0.30709822,0.11308979,2.081327876,2.104125342,1.67907,0.918413,0.46833,0.335495,1
1454,0.55715165,0.438975272,2.022534519,1.908189545,2.509721785,-2.111472785,0.371788,1.528660989,1
1455,-0.13545952,0.87175474,2.309698649,2.302972392,2.214965291,1.273045709,0.593826,0.382786175,4
1456,-0.651299778,0.231044324,1.710427356,1.900278431,0.332163,0.21896,-0.202208,-0.262821,1
1457,-0.403842077,0.313018734,1.87664646,1.915938195,0.455777,0.087056,0.287569,0.119713,1
1458,0.425204071,0.614567996,2.929418926,1.955041022,2.191639409,0.459869357,0.068373233,0.192806705,1
1459,-0.144019487,0.136271384,2.236774849,2.208645099,1.263589659,0.874614713,0.629640628,0.070932564,2
1460,-0.495243182,0.171949021,1.864651789,1.917482823,3.266364956,0.614019578,-4.234661534,4.689674977,1
1461,-0.003684586,0.611771728,1.815797098,1.90703237,0.04875,0.111857,-0.13273,-0.12826,1
1462,0.084184367,0.242910804,2.422135941,2.202541306,1.941185,1.349849,0.729943,0.469009,2
1463,0.326518506,0.42321628,2.929418926,1.947251363,0.672291049,0.517872547,0.067372404,0.199036107,1
1464,0.172536122,0.569188915,1.174002645,1.956190961,3.463537797,0.595672056,-3.512845853,3.89647081,1
1465,0.33260517,0.571799416,2.058913952,1.883460251,0.939876,0.414227,0.381388,0.161621,1
1466,-0.01209074,0.413752834,2.141102418,1.930737917,0.734168,0.019367,-0.110071,-0.114438,1
1467,0.215986634,0.67056146,2.137358163,2.139599537,2.059386552,1.035881921,0.295163527,0.590551319,2
1468,-0.137446726,0.462377121,1.798327255,1.892727376,-0.294126,-0.060934,0.06456,-0.06583,1
1469,0.511944898,0.174640241,2.224579727,2.204949209,2.314704,1.442734,0.585657,0.329927,4
1470,0.035454546,0.309363318,1.862916396,1.988436481,0.898881697,0.873709135,0.350143168,0.230789473,2
1471,-0.485468198,0.122220998,1.870443353,2.072337483,1.308843,0.565829,0.318421,0.219522,2
1472,0.657457794,0.314145205,2.895100131,1.961478332,0.244970919,0.380169366,-0.523090285,0.358934309,1
1473,-0.198217741,0.198093707,2.160156279,2.097237834,1.747629,1.036316,0.469614,0.421898,2
1474,-0.201469088,0.468408613,1.929929356,1.940777058,1.584229427,0.561936958,0.036823615,0.422495302,1
1475,1.103647892,0.794694712,2.178374154,2.146649868,1.924905276,1.012012399,0.429181325,0.286142889,3
1476,-0.221164475,0.093644194,2.320901468,2.165679501,2.139424219,1.22359166,0.319849121,0.558192289,2
1477,0.422246928,0.376699823,2.929418926,1.946757245,0.24746348,0.468389905,0.149201614,0.094246743,1
1478,-0.202871275,0.418455683,1.61732094,1.869523831,0.845664,-0.054309,-0.157482,0.218878,1
1479,-0.140168814,0.334086107,2.162483126,1.904164025,0.765127,0.52207,0.289444,0.232601,1
1480,0.365996795,0.479073216,2.083261792,1.914012126,1.048033323,0.569417349,0.021306328,0.400672407,1
1481,0.09973557,0.492693046,2.177386015,2.138391412,2.630912623,0.933525019,-0.161647642,0.88136832,2
1482,0.567684363,0.430350359,2.182391796,1.91016821,0.633499,-0.451332,0.437394,0.500958,1
1483,-0.788326828,0.118655435,1.204113332,1.892790864,0.234111619,-0.031301737,0.082220119,-2.341702121,1
1484,0.005038739,0.663909152,1.96080063,1.900955677,1.72716898,0.85628588,0.33629414,0.403317874,2
1485,0.631816844,0.507798501,2.746994747,1.887728476,2.097970116,0.363981692,0.168589192,-0.000279872,1
1486,0.195438646,0.502984924,1.167303744,1.892686844,0.294411,0.307838,-0.340852,0.040292,1
1487,-0.246069013,0.261789983,1.974064042,2.122177921,1.579119615,0.755264218,0.216928166,0.347395466,2
1488,-0.379450853,0.259162084,1.797529445,1.892851731,0.240761,-0.009636,-0.098446,0.061203,1
1489,-0.25236259,0.408037971,2.445184026,2.475972287,2.174299172,1.437315985,0.415157843,0.524173157,2
1490,0.349755767,0.500022035,2.698429267,1.955201453,1.514430754,1.2974063,0.647437946,0.682138282,2
1491,0.35030327,0.416732683,1.526096987,2.013888777,0.633448,0.475639,0.092547,0.230516,1
1492,-0.341281951,0.147188995,2.355861004,2.080065149,1.348276,0.999712,0.744812,0.297806,1
1493,0.162921142,0.60468014,2.234572048,2.273804056,1.93144,1.003031,0.511755,0.355956473,4
1494,0.61069161,0.320096632,2.714075363,1.90291895,0.428099,0.282865,-0.031896,0.004926,1
1495,-0.720766315,0.019293978,2.095917803,1.885588204,-0.190693,-0.097204,0.145857,-1.166034,1
1496,0.653623496,0.409559709,2.800701101,1.888674633,0.959661449,0.199507474,0.121860076,-0.031274628,1
1497,-0.304111111,0.308157581,1.795082317,1.888107709,0.667799,0.223539,-0.293556,-0.176198,1
1498,-0.133930119,0.162323473,2.311705726,2.139734581,0.729247653,0.652072414,0.138625933,0.262639845,2
1499,0.091368198,0.404644307,1.4952044,1.909727606,1.638698,-0.15539,0.628815,0.117786,1
1500,-0.593200934,-0.198414893,2.173422676,2.196611892,1.684776316,0.859510575,0.377708109,0.300896866,1
1501,-0.151925573,0.553312277,2.242808184,2.315965541,2.145010449,1.490137714,0.464581837,0.406014136,2
1502,-0.240173324,0.119422096,2.673238793,1.953890975,-0.119337,0.427333,0.419283,0.689295,1
1503,0.77920267,0.014603505,2.308059763,1.920551511,0.566521959,0.677290997,-0.859733956,0.240655753,1
1504,0.726502245,0.233778533,1.863369678,1.843601404,1.710380865,-0.123389312,-0.093692553,-0.262248441,1
1505,0.260608421,0.275521078,2.929418926,1.986917624,0.506149977,0.373430955,0.008952069,0.226842355,1
1506,0.144721766,0.392267373,2.055672699,1.958100934,2.505217917,0.567536324,-0.504292241,0.877241105,1
1507,0.136735804,0.433999985,2.177104299,2.065955461,1.945525,1.200777,0.747673,0.262434,2
1508,-0.370856804,0.001830239,2.111014169,2.133040493,1.22250306,0.747454086,0.551620854,0.038308047,1
1509,0.044183258,0.442085775,2.429650717,2.342459239,2.259253254,1.45767326,0.441476486,0.402891064,2
1510,-0.137482624,0.725693122,1.80564759,1.96301102,-18.64895919,0.656753713,17.99220547,-16.3623439,2
1511,0.601534348,0.117431257,2.81282812,1.845965427,1.442259,-0.044399,0.072964,-1.151856,1
1512,0.335241811,0.492068243,1.884214992,1.9165959,0.328935,-0.070234,-0.005337,-0.298601,1
1513,0.280266937,0.878869313,2.443890735,2.436186509,2.416886,1.568442,0.59741,0.346466,4
1514,-0.426855843,0.076877745,2.033761288,1.957699547,1.023058,0.802309,0.305609,0.277194,1
1515,0.503892337,0.501132605,2.929418926,1.888300495,0.836908075,0.327821896,-0.259729971,0.453750672,1
1516,0.367040229,0.491559356,2.033293991,2.009844455,2.095454363,1.054795393,0.342600244,0.530616262,3
1517,-0.637236515,0.095351459,1.727789271,1.883545494,1.34782,0.318936,0.236544,0.041536,1
1518,0.27235668,0.563449266,2.929418926,1.920954611,1.421932432,0.612282136,0.119353432,0.177620888,1
1519,0.080367673,0.433409403,2.355786642,1.915125505,0.837969,0.63023,0.271325,0.307439,1
1520,-0.325866647,0.080124928,2.229900956,2.193386961,1.23768,1.612222,0.706216,0.501177,2
1521,-0.503933011,0.14932282,1.582895864,1.862005989,0.026366,-1.151942,0.86054,-0.453162,1
1522,-0.408351898,0.158492192,2.084717624,2.112699256,1.538833,0.788722,0.405476,0.32454,1
1523,1.050672448,0.35196477,2.046628109,2.256383648,1.064088,1.016522,0.088745,-0.055416,3
1524,0.278803591,0.567004946,2.417876669,2.070798269,0.790770015,0.942755855,0.71348613,0.103459051,2
1525,0.061455075,0.335065084,2.170511627,2.26515262,1.697658,0.985548,0.474255,0.392267,2
1526,1.035422248,0.545166104,2.200158357,2.406969851,1.324069238,0.883840521,0.583166241,0.123108038,3
1527,0.75093143,0.158697365,2.919460313,1.920704589,0.891894604,0.654740743,-0.989952346,0.655943,1
1528,0.680644722,0.425232267,2.261479557,2.255353566,1.840778477,0.833142352,0.114479171,0.529744532,3
1529,0.312348561,0.340153165,2.301656708,1.935897905,0.500671,0.599158,0.135799,0.341984,1
1530,-0.054165463,0.436449223,1.915020921,2.046069402,1.377928,0.841925,0.527157,0.411269,2
1531,0.048991074,0.821388711,1.751113856,1.942775356,1.176539,0.302397,0.067686,-0.115676,1
1532,0.013046468,0.234558806,1.854963909,2.015501926,1.389269475,0.872253398,0.337312128,0.307269027,2
1533,0.0722838,0.700210784,2.405545376,2.433253541,2.132518174,1.095557879,0.477989947,0.318604546,4
1534,0.689939035,1.096128269,2.05791159,2.213947138,1.659455535,0.828151111,0.317785355,0.32058464,3
1535,-0.349333361,0.33778117,1.955044875,1.902491823,0.658401,-0.454019,-0.455889,-0.27902,1
1536,-0.117174783,0.346222107,2.31178676,2.296557064,1.864344678,1.063484434,0.365255888,0.43712083,2
1537,-0.167430587,0.373977344,2.201699468,2.117195171,1.943419,1.151924,0.597534,0.431633,2
1538,-0.383508342,0.254103752,1.932929307,1.879571645,2.4393,0.081318,-0.043852,-2.652222,1
1539,0.266989484,0.584506351,1.253394809,1.885207154,1.143722,0.116984,0.077985,0.357989,1
1540,0.76954731,-0.098340281,2.895792075,1.957234601,1.608901966,-0.365623286,0.209008321,-0.63413573,1
1541,-0.217921863,0.403277591,2.169830905,2.140378993,1.970482042,1.057443979,0.435710979,0.417800854,2
1542,0.028234494,0.570242213,2.288585148,2.207016789,1.866318,1.164164,0.516092,0.327452,4
1543,0.697902035,0.19855501,2.749272176,1.962755269,0.221095731,0.419020321,-0.320517053,0.007456419,1
1544,-0.118979887,0.662091196,1.819486289,1.929862267,1.061353,0.449374,0.220726,0.196987,1
1545,-0.377104941,0.139705576,1.956132254,2.204629247,1.27601,0.921002,0.970873,0.519827,1
1546,0.49096588,0.472811964,1.272170547,1.879145387,0.479477,-0.190191,0.277327,-0.189225,1
1547,0.957981529,0.713781312,2.207177485,2.070016909,5.406834793,1.501815948,0.621355259,0.251717104,-999
1548,0.23743328,0.211759234,2.778045299,1.993034157,2.449470325,1.911782129,1.207749547,0.12408384,1
1549,0.047093853,0.485492737,1.90189082,2.057858071,0.985618,0.65646,0.424069,0.146791,1
1550,0.282013645,0.07366396,2.254970759,2.338798694,1.638078,0.844869,0.498016,0.370832,3
1551,-0.153208095,0.667471073,2.263032773,2.41002239,3.127602552,1.655418015,0.751883433,0.221236607,2
1552,-0.208044841,0.235561252,2.703815251,1.931696921,1.914447257,0.622365853,0.358034891,0.160620177,1
1553,0.106761674,0.514963634,1.252784994,1.962495249,0.630011771,0.571034996,0.119815234,0.191701251,1
1554,0.745019078,0.886573941,2.317804143,2.316543152,2.010216,1.601741,0.615673,0.402358,4
1555,0.635590394,0.106236017,2.840123064,1.934416301,0.524814,0.109279438,0.057823562,-0.158287438,1
1556,-0.410193259,-0.064607748,2.15701672,2.168758748,1.723461457,1.119565652,0.573239891,0.293783708,1
1557,-0.078683857,0.395695914,2.083795061,1.981800646,2.033841925,1.060084341,0.386269733,0.535858227,2
1558,0.009576455,0.473187912,1.97430449,2.100761165,3.179862,0.754526,0.800757,-0.255252,1
1559,-0.463562695,0.114358533,1.681487774,1.858184506,0.956583,-0.044495,-0.086475,0.607163,1
1560,0.074283007,0.280210163,2.196296422,2.08183592,1.900843,0.98658,0.465788,0.354413,4
1561,-0.460352268,0.371428567,1.99935094,2.030788779,1.650034,0.68762,0.396441,0.308483,1
1562,0.212028254,0.236064092,1.617113233,1.879454928,1.054898,-0.0758,0.332455,0.010466,1
1563,0.460760193,0.75570009,2.342311369,2.320607764,2.570128985,1.375016964,0.574584051,0.272097688,4
1564,-0.281406476,0.254532269,2.056305798,1.910252534,1.603504,1.041056,0.463472,0.377013,2
1565,-0.014069294,0.387648743,2.322949041,2.327141774,2.051183888,1.414394428,0.441649684,0.582171963,2
1566,-0.746076994,-0.056547389,1.673721115,1.909471334,1.3975295,0.746002,0.328598,0.327236,1
1567,0.263435615,0.569807701,2.001758541,1.938821275,0.482384,0.153098,0.129111,0.701601,1
1568,-0.589791297,-0.064843349,1.733166277,1.986366532,1.700089352,1.02869259,0.432389058,0.379740394,1
1569,-0.055552671,0.20050225,1.653527504,1.990766322,4.202300533,0.90719975,-0.306970284,1.084883104,1
1570,0.53762753,0.478927569,2.929418926,1.918604558,1.388374,0.613963,0.842765,0.489491,1
1571,-0.296376634,0.166893985,2.178658214,1.974277258,2.336855664,0.780703237,0.237661099,0.267203625,1
1572,-0.600778371,0.017069085,2.104899529,2.145158726,1.66988309,0.904623139,0.339398771,0.381666053,1
1573,-0.583350043,0.108260234,1.741732455,1.897648256,0.736057,0.190159,0.013607,-0.186996,1
1574,0.924932384,0.920549521,2.219492576,2.192076044,2.002327906,0.989201337,0.374954757,0.35609957,3
1575,0.428616582,0.765833335,1.939422429,2.085073484,1.68296,0.850729,0.4667075,0.3654385,3
1576,0.152555832,0.65849281,2.262992908,2.349333098,1.667544,1.004493,0.531767,0.408805,4
1577,0.784004747,-0.007550964,2.738826799,1.885620249,0.687914559,-0.220155453,0.467379894,-0.754604626,1
